id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
23,,May,1454,5-1454,,,,,,N/A
24,3,June,1454,3-6-1454,Ludlow Castle,SO5086974596,52.3672,-2.723,England,Ludlow Castle with brother Edmund
25,22,May,1455,22-5-1455,St Albans,TL1495307566,51.755,-0.336,England,(at the battle – with his father) http://www.british-history.ac.uk/camden-record-soc/vol28/pp148-1635
26,,,1456,1456,Ludlow,SO5121074682,52.368,-2.718,England,based in Ludlow?
27,,,1457,1457,Ludlow,SO5121074682,52.368,-2.718,England,based in Ludlow?
28,,,1458,1458,Ludlow,SO5121074682,52.368,-2.718,England,based in Ludlow?
29,?24,Sep,1459,?24-9-1459,Ludlow Castle,SO5086974596,52.3672,-2.723,England,N/A
30,,Oct,1459,10-1459,Ludlow,SO5121074682,52.368,-2.718,England,No specific dates
31,,Oct,1459,10-1459,Devonshire,SX7890692188,50.716667,-3.716667,England,"house of Joan, Lady Dynham, No specific dates"
32,12,Oct,1459,10-1459,,,,,,en route to Calais
33,,Oct,1459,10-1459,Guernsey,,49.45,-2.58,Guernsey,"several nights in Guernsey, No specific dates"
34,2,Nov,1459,2-11-1459,Calais,,50.948056,1.856389,France,landed Calais
35,,Dec,1459,12-1459,Calais,,50.948056,1.856389,France,N/A
36,,Jan,1460,1-1460,Calais,,50.948056,1.856389,France,N/A
37,,Feb,1460,2-1460,Calais,,50.948056,1.856389,France,N/A
38,,Mar,1460,3-1460,Calais,,50.948056,1.856389,France,N/A
39,,Apr,1460,4-1460,Calais,,50.948056,1.856389,France,N/A
40,,May,1460,5-1460,Calais,,50.948056,1.856389,France,N/A
41,25,June,1460,25-6-1460,Calais,,50.948056,1.856389,France,N/A
42,26,June,1460,26-6-1460,Calais,,50.948056,1.856389,France,"Calais to Sandwich, Kent"
43,26,June,1460,26-6-1460,Sandwich,TR3297658137,51.27472,1.33888,England,"Appears as Sandwich, Kent"""
44,27,June,1460,27-6-1460,Sandwich,TR3297658137,51.27472,1.33888,England,? Sandwich
45,27,June,1460,27-6-1460,Canterbury,TR1454057430,51.275608,1.0745524,England,? Canterbury
46,28,June,1460,28-6-1460,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
47,29,June,1460,29-6-1460,Rochester,TQ7414268559,51.389355,0.50145239,England,N/A
48,30,June,1460,30-6-1460,Dartford,TQ5439173560,51.44,0.22,England,Dorceffort
49,1,July,1460,1-7-1460,Dartford,TQ5439173560,51.44,0.22,England,? Dartford
50,1,July,1460,1-7-1460,Southwark,TQ3328274077,51.45,-0.083333,England,? Southwark
51,2,July,1460,2-7-1460,London,TQ3248081340,51.515457,-0.092140265,England,entered London
52,2,July,1460,2-7-1460,St Albans,TL1495307566,51.755,-0.336,England,N/A
53,3,July,1460,3-7-1460,Dunstable,TL0188821864,51.88603,-0.52102,England,?Dunstable or ?Daventry
54,10,July,1460,10-7-1460,Northampton (battle),SP7632358915,52.223167,-0.884111,England,battle
55,11,July,1460,11-7-1460,,,,,,to London with Henry VI
56,12,July,1460,12-7-1460,,,,,,N/A
57,13,July,1460,13-7-1460,,,,,,N/A
58,14,July,1460,14-7-1460,,,,,,N/A
59,15,July,1460,15-7-1460,,,,,,N/A
60,16,July,1460,16-7-1460,London,TQ3248081340,51.515457,-0.092140265,England,entered London
61,23,July,1460,23-7-1460,London,TQ3248081340,51.515457,-0.092140265,England,N/A
62,27,Aug,1460,27-8-1460,"Higham, Suffolk",TL7450264695,52.25275,0.55502,England,N/A
63,15,Sep,1460,15-9-1460,Southwark,TQ3328274077,51.45,-0.083333,England,near Southwark
64,12,Oct,1460,12-10-1460,Southwark,TQ3328274077,51.45,-0.083333,England,near Southwark (visiting siblings there every day)
65,31,Oct,1460,31-10-1460,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
66,1,Nov,1460,1-11-1460,St Paul's Cathedral,TQ3207581124,51.513611,-0.098056,England,(bearing the king's train)
67,Dates(?),Nov,1460,Dates(?)-11-1460,Ludlow,SO5121074682,52.368,-2.718,England,N/A
68,Dates(?),Dec,1460,Dates(?)-12-1460,Ludlow,SO5121074682,52.368,-2.718,England,Welsh border (Ludlow?)
69,25,Dec,1460,25-12-1460,Gloucester,SO8320018600,51.865722,-2.2453868,England,http://www.british-history.ac.uk/camden-record-soc/vol28/pp58-78
70,Dates(?),Jan,1461,Dates(?)-1-1461,Ludlow,SO5121074682,52.368,-2.718,England,Welsh border (Ludlow?)
71,1,Feb,1461,1-2-1461,Wigmore Castle,SO4069869202,52.3177,-2.8714,England,Wigmore Castle?
72,2,Feb,1461,2-2-1461,Mortimer's Cross,SO4289962646,52.259,-2.838,England,[on journey after battle he could possibly have visited Eleanor Talbot in Warwick region]
73,? 18,Feb,1461,? 18-2-1461,Burford (upon Wolde),SP2512412214,51.808,-1.637,England,"? about 18 Ash Wed, Burford (upon Wolde) - nr. Oxford (2/3 of way to London) - No precise date give"
74,26,Feb,1461,26-2-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
75,27,Feb,1461,27-2-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
76,28,Feb,1461,28-2-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
77,1,Mar,1461,1-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
78,2,Mar,1461,2-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
79,3,Mar,1461,3-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
80,3,Mar,1461,3-3-1461,St John's Field,TQ3166382496,51.52604,-0.103475,England,N/A
81,4,Mar,1461,4-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,(acclaimed king)
82,4,Mar,1461,4-3-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,(acclaimed king)
83,5,Mar,1461,5-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
84,6,Mar,1461,6-3-1461,City of London,TQ3241681349,51.515556,-0.093056,England,N/A
85,7,Mar,1461,7-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
86,8,Mar,1461,8-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
87,9,Mar,1461,9-3-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
88,10,Mar,1461,10-3-1461,City of London,TQ3241681349,51.515556,-0.093056,England,N/A
89,11,Mar,1461,11-3-1461,City of London,TQ3241681349,51.515556,-0.093056,England,N/A
90,12,Mar,1461,12-3-1461,City of London,TQ3241681349,51.515556,-0.093056,England,N/A
91,12,Mar,1461,12-3-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,http://www.british-history.ac.uk/rymer-foedera/vol11/pp468-482
92,13,Mar,1461,13-3-1461,City of London,TQ3241681349,51.515556,-0.093056,England,N/A
93,13,Mar,1461,13-3-1461,Bishopsgate,TQ3321981453,51.5163,-0.08145,England,going north
94,13,Mar,1461,13-3-1461,St Albans,TL1495307566,51.755,-0.336,England,N/A
95,16,Mar,1461,16-3-1461,Barkway (Herts.),TL3842535423,52,0.015,England,N/A
96,17,Mar,1461,17-3-1461,,,,,,N/A
97,18,Mar,1461,18-3-1461,Cambridge,TL4490958455,52.205278,0.119167,England,[Cantebrigge]
98,22,Mar,1461,22-3-1461,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
99,23,Mar,1461,23-3-1461,,,,,,N/A
100,24,Mar,1461,24-3-1461,,,,,,N/A
101,25,Mar,1461,25-3-1461,,,,,,N/A
102,26,Mar,1461,26-3-1461,,,,,,N/A
103,27,Mar,1461,27-3-1461,,,,,,N/A
104,28,Mar,1461,28-3-1461,,,,,,Ferrybridge on the River Aire
105,29,Mar,1461,29-3-1461,Towton,SE4790038006,53.836111,-1.273611,,N/A
106,30,Mar,1461,30-3-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
107,5,Apr,1461,5-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
108,8,Apr,1461,8-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
109,9,Apr,1461,9-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
110,10,Apr,1461,10-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
111,11,Apr,1461,11-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
112,12,Apr,1461,12-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
113,13,Apr,1461,13-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
114,14,Apr,1461,14-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
115,15,Apr,1461,15-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
116,16,Apr,1461,16-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
117,17,Apr,1461,17-4-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
118,18,Apr,1461,18-4-1461,Helperby,SE4399369801,54.1222,-1.3284,England,Town of Helperby (N. Yorks)
119,19,Apr,1461,19-4-1461,Northallerton,SE3687593957,54.339842,-1.434335,England,Town of Northallerton (N. Yorks)
120,22,Apr,1461,22-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
121,23,Apr,1461,23-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
122,24,Apr,1461,24-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
123,25,Apr,1461,25-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
124,26,Apr,1461,26-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
125,29,Apr,1461,29-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
126,30,Apr,1461,30-4-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
127,1,May,1461,1-5-1461,Newcastle-upon-Tyne,NZ2198568180,55.0077,-1.6578,England,N/A
128,1,May,1461,1-5-1461,Leicester Castle,SK5822104188,52.632333,-1.141194,England,N/A
129,2,May,1461,2-5-1461,Newcastle-upon-Tyne,NZ2198568180,55.0077,-1.6578,England,"Appears as ""Newcastle"""
130,2,May,1461,2-5-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
131,3,May,1461,3-5-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
132,4,May,1461,4-5-1461,Durham,NZ2736642283,54.774722,-1.576111,England,N/A
133,5,May,1461,5-5-1461,,,,,,N/A
134,6,May,1461,6-5-1461,Middleham,SE1255287824,54.2859,-1.8087,England,N/A
135,10,May,1461,10-5-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
136,11,May,1461,11-5-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
137,12,May,1461,12-5-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
138,13,May,1461,13-5-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
139,14,May,1461,14-5-1461,York,SE6030051700,53.957883,-1.0825156,England,N/A
140,17,May,1461,17-5-1461,Preston,SD5401329409,53.759,-2.699,England,N/A
141,22,May,1461,22-5-1461,"Warrington, Lancs",SJ6038088481,53.391667,-2.597222,England,N/A
142,23,May,1461,23-5-1461,Manchester,SJ8381998108,53.479444,-2.245278,England,N/A
143,24,May,1461,24-5-1461,,,,,,N/A
144,25,May,1461,25-5-1461,Manchester,SJ8381998108,53.479444,-2.245278,England,N/A
145,28,May,1461,28-5-1461,Chester,SJ4063166249,53.19,-2.89,England,N/A
146,29,May,1461,29-5-1461,Chester,SJ4063166249,53.19,-2.89,England,N/A
147,30,May,1461,30-5-1461,Stafford,SJ9221023279,52.807,-2.117,England,N/A
148,31,May,1461,31-5-1461,Stafford,SJ9221023279,52.807,-2.117,England,N/A
149,1,June,1461,1-6-1461,Lichfield,SK1165709381,52.682,-1.829,England,N/A
150,2,June,1461,2-6-1461,,,,,,N/A
151,3,June,1461,3-6-1461,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
152,4,June,1461,4-6-1461,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
153,5,June,1461,5-6-1461,,,,,,N/A
154,6,June,1461,6-6-1461,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
155,7,June,1461,7-6-1461,Warwick,SP2806864730,52.28,-1.59,England,N/A
156,8,June,1461,8-6-1461,,,,,,N/A
157,9,June,1461,9-6-1461,Daventry,SP5743062758,52.26,-1.16,England,N/A
158,10,June,1461,10-6-1461,Stony Stratford,SP7876840434,52.0567,-0.8526,England,N/A
159,11,June,1461,11-6-1461,Stony Stratford,SP7876840434,52.0567,-0.8526,England,N/A
160,12,June,1461,12-6-1461,Stony Stratford,SP7876840434,52.0567,-0.8526,England,N/A
161,12,June,1461,12-6-1461,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
162,13,June,1461,13-6-1461,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
163,14,June,1461,14-6-1461,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
164,14,June,1461,14-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
165,15,June,1461,15-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
166,16,June,1461,16-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
167,17,June,1461,17-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
168,18,June,1461,18-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
169,18,June,1461,18-6-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
170,19,June,1461,19-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
171,20,June,1461,20-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
172,20,June,1461,20-6-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
173,21,June,1461,21-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
174,22,June,1461,22-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
175,22,June,1461,22-6-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
176,23,June,1461,23-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
177,24,June,1461,24-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
178,25,June,1461,25-6-1461,Lambeth,TQ3062379077,51.495556,-0.119722,England,N/A
179,28,June,1461,28-6-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
180,29,June,1461,29-6-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
181,30,June,1461,30-6-1461,London,TQ3248081340,51.515457,-0.092140265,England,N/A
182,1,July,1461,1-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
183,2,July,1461,2-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
184,3,July,1461,3-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
185,4,July,1461,4-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
186,5,July,1461,5-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
187,6,July,1461,6-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
188,7,July,1461,7-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
189,8,July,1461,8-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
190,9,July,1461,9-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
191,10,July,1461,10-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
192,11,July,1461,11-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
193,12,July,1461,12-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
194,13,July,1461,13-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
195,14,July,1461,14-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
196,15,July,1461,15-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
197,16,July,1461,16-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
198,17,July,1461,17-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
199,18,July,1461,18-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
200,19,July,1461,19-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
201,20,July,1461,20-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
202,21,July,1461,21-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
203,22,July,1461,22-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
204,23,July,1461,23-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
205,24,July,1461,24-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
206,25,July,1461,25-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
207,26,July,1461,26-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
208,27,July,1461,27-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
209,28,July,1461,28-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
210,29,July,1461,29-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
211,30,July,1461,30-7-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
212,1,Aug,1461,1-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
213,2,Aug,1461,2-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
214,2,Aug,1461,2-8-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
215,3,Aug,1461,3-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
216,3,Aug,1461,3-8-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
217,4,Aug,1461,4-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
218,5,Aug,1461,5-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
219,6,Aug,1461,6-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
220,7,Aug,1461,7-8-1461,,,,,,N/A
221,8,Aug,1461,8-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
222,9,Aug,1461,9-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
223,10,Aug,1461,10-8-1461,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
224,11,Aug,1461,11-8-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
225,12,Aug,1461,12-8-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
226,13,Aug,1461,13-8-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
227,13,Aug,1461,13-8-1461,Sittingbourne,TQ9094263665,51.34,0.74,England,N/A
228,14,Aug,1461,14-8-1461,Sittingbourne,TQ9094263665,51.34,0.74,England,N/A
229,14,Aug,1461,14-8-1461,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
230,15,Aug,1461,15-8-1461,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
231,16,Aug,1461,16-8-1461,,,,,,N/A
232,17,Aug,1461,17-8-1461,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
233,17,Aug,1461,17-8-1461,Sandwich,TR3297658137,51.27472,1.33888,England,N/A
234,18,Aug,1461,18-8-1461,Sandwich,TR3297658137,51.27472,1.33888,England,N/A
235,19,Aug,1461,19-8-1461,,,,,,N/A
236,20,Aug,1461,20-8-1461,Ashford,TR0066942491,51.1465,0.8676,England,N/A
237,21,Aug,1461,21-8-1461,Battle Abbey,TQ7483915780,50.915,0.485833,England,(Hastings)
238,22,Aug,1461,22-8-1461,Lewes,TQ4206510398,50.875627,0.017855,England,N/A
239,23,Aug,1461,23-8-1461,Arundel,TQ0188707093,50.85439,-0.5539,England,N/A
240,26,Aug,1461,26-8-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
241,27,Aug,1461,27-8-1461,manor of Bishop Waltham (Hants.),SU5515217434,50.953706,-1.2161902,England,N/A
242,1,Sept,1461,#VALUE!,Castle of Devizes,SU0020161302,51.3508,-1.9985,England,N/A
243,4,Sept,1461,#VALUE!,Bristol,ST5833772855,51.453134,-2.6009817,England,N/A
244,5,Sept,1461,#VALUE!,Bristol,ST5833772855,51.453134,-2.6009817,England,N/A
245,6,Sept,1461,#VALUE!,Bristol,ST5833772855,51.453134,-2.6009817,England,N/A
246,7,Sept,1461,#VALUE!,Bristol,ST5833772855,51.453134,-2.6009817,England,N/A
247,8,Sept,1461,#VALUE!,Bristol,ST5833772855,51.453134,-2.6009817,England,N/A
248,9,Sept,1461,#VALUE!,Bristol,ST5833772855,51.453134,-2.6009817,England,N/A
249,10,Sept,1461,#VALUE!,,,,,,N/A
250,11,Sept,1461,#VALUE!,Gloucester,SO8320018600,51.865722,-2.2453868,England,N/A
251,12,Sept,1461,#VALUE!,,,,,,N/A
252,13,Sept,1461,#VALUE!,Gloucester,SO8320018600,51.865722,-2.2453868,England,N/A
253,14,Sept,1461,#VALUE!,,,,,,N/A
254,15,Sept,1461,#VALUE!,Ross-on-Wye,SO5972124104,51.914,-2.587,England,N/A
255,16,Sept,1461,#VALUE!,Ross-on-Wye,SO5972124104,51.914,-2.587,England,N/A
256,17,Sept,1461,#VALUE!,Hereford,SO5100440033,52.0565,-2.716,England,N/A
257,18,Sept,1461,#VALUE!,Ludow,SO5121074682,52.368,-2.718,England,N/A
258,19,Sept,1461,#VALUE!,Ludow,SO5121074682,52.368,-2.718,England,?Ludow
259,20,Sept,1461,#VALUE!,Ludow Castle,SO5093274599,52.367231,-2.7220734,England,N/A
260,21,Sept,1461,#VALUE!,Ludow Castle,SO5093274599,52.367231,-2.7220734,England,N/A
261,22,Sept,1461,#VALUE!,Ludow,SO5121074682,52.368,-2.718,England,?Ludow
262,23,Sept,1461,#VALUE!,,,,,,N/A
263,24,Sept,1461,#VALUE!,Ludow Castle,SO5093274599,52.367231,-2.7220734,England,N/A
264,24,Sept,1461,#VALUE!,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
265,25,Sept,1461,#VALUE!,,,,,,N/A
266,26,Sept,1461,#VALUE!,Ludow Castle,SO5093274599,52.367231,-2.7220734,England,N/A
267,29,Sept,1461,#VALUE!,Birmingham,SP0671986902,52.48,-1.9025,England,N/A
268,30,Sept,1461,#VALUE!,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
269,1,Oct,1461,1-10-1461,Warwick Castle,SP2842964670,52.279444,-1.584722,England,N/A
270,2,Oct,1461,2-10-1461,,,,,,N/A
271,3,Oct,1461,3-10-1461,Daventry,SP5743062758,52.26,-1.16,England,N/A
272,3,Oct,1461,3-10-1461,Stony Stratford,SP7876840434,52.0567,-0.8526,England,N/A
273,4,Oct,1461,4-10-1461,,,,,,N/A
274,5,Oct,1461,5-10-1461,Barnet,TQ2796993458,51.6254,-0.1527,England,N/A
275,9,Oct,1461,9-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
276,10,Oct,1461,10-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
277,11,Oct,1461,11-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,"Appears as ""Greenwich"""
278,12,Oct,1461,12-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
279,13,Oct,1461,13-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
280,14,Oct,1461,14-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
281,15,Oct,1461,15-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
282,16,Oct,1461,16-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
283,17,Oct,1461,17-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
284,18,Oct,1461,18-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
285,19,Oct,1461,19-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
286,20,Oct,1461,20-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
287,21,Oct,1461,21-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
288,22,Oct,1461,22-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
289,26,Oct,1461,26-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
290,27,Oct,1461,27-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
291,28,Oct,1461,28-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
292,29,Oct,1461,29-10-1461,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
293,30,Oct,1461,30-10-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
294,31,Oct,1461,31-10-1461,,,,,,N/A
295,1,Nov,1461,1-11-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
296,2,Nov,1461,2-11-1461,,,,,,N/A
297,3,Nov,1461,3-11-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
298,4,Nov,1461,4-11-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,(Parliament)
299,5,Nov,1461,5-11-1461,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
